mean_Length_of_IP_packets,std_Length_of_IP_packets,max_Length_of_IP_packets,min_Length_of_IP_packets,mean_Length_of_TCP_payload,std_Length_of_TCP_payload,max_Length_of_TCP_payload,min_Length_of_TCP_payload,Length_of_TCP_payload,mean_Time_difference_between_packets_per_session,std_Time_difference_between_packets_per_session,max_Time_difference_between_packets_per_session,min_Time_difference_between_packets_per_session,mean_Interval_of_arrival_time_of_forward_traffic,std_Interval_of_arrival_time_of_forward_traffic,max_Interval_of_arrival_time_of_forward_traffic,min_Interval_of_arrival_time_of_forward_traffic,mean_Interval_of_arrival_time_of_backward_traffic,std_Interval_of_arrival_time_of_backward_traffic,max_Interval_of_arrival_time_of_backward_traffic,min_Interval_of_arrival_time_of_backward_traffic,median_Time_difference_between_packets_per_session,mean_time_to_live,std_time_to_live,max_time_to_live,min_time_to_live,mean_TCP_windows_size_value,std_TCP_windows_size_value,max_TCP_windows_size_value,min_TCP_windows_size_value,median_TCP_windows_size_value,The_times_of_change_of_payload_per_session,Change_values_of_TCP_windows_length_per_session,src_ip,dst_ip,src_port,dst_port,protocol,bidirectional_duration_ms,bidirectional_packets,application_name,application_category_name,requested_server_name,flow_id,sent_ts
465.7894736842106,510.88709112977295,1294,66,434.33333333333337,535.4355703537075,1294,75,3909,12.111111111111114,19.408575693685417,72,0,25.875,39.06199285385073,107,0,16.11111111111111,17.961378318801458,37,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,10.8.1.3,172.217.20.67,55636,443,17,218,19,QUIC.Google,Web,ssl.gstatic.com,10.8.1.3:55636-172.217.20.67:443-17-1776443938216,1776444007361
598.4530501769726,619.8512877640043,2716,68,974.05629736557,575.8990934031165,2716,68,2699110,24.988129945855864,48.75416938233494,391,0,43.318772563176886,62.580402667763984,391,0,59.080748399803184,80.28069217188686,506,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4148,0,159.124.21.100,10.8.1.3,443,50330,6,119993,4803,TLS,Web,,159.124.21.100:443-10.8.1.3:50330-6-1776443886788,1776444007365
85.33333333333333,15.143755588800728,96,68,80.0,16.97056274847714,92,68,160,36.0,50.91168824543142,72,0,72.0,0.0,72,72,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,104.18.39.21,10.8.1.3,443,52160,6,72,3,TLS,Web,,104.18.39.21:443-10.8.1.3:52160-6-1776443986929,1776444007369
90.57142857142857,17.91992099353978,112,68,86.30872483221474,17.47387986158238,108,68,12860,499.5780590717303,780.6063858860284,2428,0,800.0,860.4468306056567,2428,35,1319.9545454545453,946.9376038030927,2593,0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,0,159.124.21.100,10.8.1.3,443,41952,6,118400,238,TLS,Web,,159.124.21.100:443-10.8.1.3:41952-6-1776443887605,1776444008372
471.0000000000001,523.3537077811486,1294,66,381.6153846153846,486.88902542255255,1294,75,4961,24.586206896551726,52.66912706522492,243,0,51.833333333333336,76.02850342689466,243,0,38.8125,98.10689323385998,383,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,10.8.1.3,142.251.141.10,39423,443,17,713,30,QUIC.GoogleServices,Web,safebrowsing.googleapis.com,10.8.1.3:39423-142.251.141.10:443-17-1776443899531,1776444008377
570.764705882353,558.4013486520879,1294,68,586.6666666666666,600.0483313867309,1294,87,5280,65.125,196.03770895757106,792,0,130.25,270.97324591184275,793,0,138.14285714285714,301.3886906589941,817,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,10.8.1.3,104.20.45.92,53011,443,17,1042,17,QUIC,Web,labs.vocareum.com,10.8.1.3:53011-104.20.45.92:443-17-1776443938219,1776444008381
68.0,0.0,68,68,68.0,0.0,68,68,136,53.0,74.95331880577403,106,0,106.0,0.0,106,106,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,149.154.167.41,10.8.1.3,443,59326,6,106,3,TLS,Web,,149.154.167.41:443-10.8.1.3:59326-6-1776443974040,1776444008387
447.86206896551727,511.30880549945624,1572,68,556.5384615384615,562.1023950883883,1294,75,7235,267.1071428571429,1299.036404681497,6893,0,615.0,2010.3320395126048,6997,0,493.73333333333335,1797.8201271328032,6991,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,10.8.1.3,142.251.142.110,58847,443,17,7479,29,QUIC.PlayStore,SoftwareUpdate,play.google.com,10.8.1.3:58847-142.251.142.110:443-17-1776443975162,1776444008393
139.69295302013438,167.48740732999042,2716,68,147.53351206434314,137.33246715621505,1392,68,55030,201.596638655462,314.9227129633514,947,0,322.4462365591399,355.99504798613424,947,0,535.8108108108112,436.3549867398484,1060,0,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558,0,159.124.21.100,10.8.1.3,443,35316,6,119950,596,TLS,Web,,159.124.21.100:443-10.8.1.3:35316-6-1776443887492,1776444009332
462.65217391304355,529.6384365940472,1294,68,558.2,604.0665526247916,1294,75,5582,14.590909090909092,26.04878041365778,73,0,27.77777777777778,39.64460170621524,108,0,20.666666666666668,33.45643934033228,97,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,10.8.1.3,142.251.38.238,37410,443,17,321,23,QUIC.Google,Web,clients4.google.com,10.8.1.3:37410-142.251.38.238:443-17-1776443895385,1776444009337
480.5312499999999,562.3388362312094,1574,68,576.625,574.2478994302026,1294,74,9226,13.35483870967742,25.926239458762975,85,0,22.733333333333334,37.45371747077922,108,0,22.73333333333333,37.53373086146583,123,0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,10.8.1.3,172.217.23.10,58208,443,17,414,32,QUIC.Google,Web,waa-pa.clients6.google.com,10.8.1.3:58208-172.217.23.10:443-17-1776443900649,1776444009341
289.55,364.50044762083553,1484,68,409.0,484.4836885225801,1484,68,4090,1450.7894736842106,2988.0960972749367,9552,0,3062.777777777778,3892.6313329731656,9656,1,3051.222222222222,3858.50235770881,9656,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,149.154.167.41,10.8.1.3,443,59250,6,27565,20,Telegram,Chat,,149.154.167.41:443-10.8.1.3:59250-6-1776443962666,1776444009344
426.66666666666663,496.2516834564224,1294,65,387.9,509.1041041760407,1294,75,3879,28.150000000000002,48.70347982812338,143,0,62.55555555555556,76.60631682686342,195,0,39.400000000000006,57.92562280871719,142,0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,10.8.1.3,142.250.75.67,54591,443,17,563,21,QUIC.Google,Web,beacons.gcp.gvt2.com,10.8.1.3:54591-142.250.75.67:443-17-1776443966789,1776444009348
1062.7340974212018,490.8533190890964,2544,69,123.91562499999995,126.45879453142709,1294,75,39653,5.178325688073384,191.74803213069995,8007,0,28.216300940438884,452.1453127970997,8077,0,6.289325842696626,214.3893037802281,8090,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717,0,10.8.1.3,172.217.16.131,58682,443,17,9031,1745,QUIC.Google,Web,fonts.gstatic.com,10.8.1.3:58682-172.217.16.131:443-17-1776443970785,1776444009352
90.66666666666666,17.795652810845223,112,68,86.27848101265826,17.38799403414564,108,68,13632,474.39840637450203,766.841329505296,3980,0,758.4331210191085,855.0482613001303,3980,20,1279.2258064516127,899.3860240165808,4087,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,0,159.124.21.100,10.8.1.3,443,41964,6,119074,252,TLS,Web,,159.124.21.100:443-10.8.1.3:41964-6-1776443888892,1776444010100
397.5333333333334,494.6411958618875,1294,65,421.00000000000006,517.2046661300212,1294,75,5473,29.034482758620687,48.94638667432874,211,0,61.75,83.58025538911143,285,0,47.9375,80.58491897785011,309,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,10.8.1.3,142.251.142.106,34485,443,17,842,30,QUIC.Google,Web,signaler-pa.clients6.google.com,10.8.1.3:34485-142.251.142.106:443-17-1776443893707,1776444010104
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,91.105.192.100,10.8.1.3,443,56796,6,0,2,TLS,Web,,91.105.192.100:443-10.8.1.3:56796-6-1776443912482,1776444010108
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,91.105.192.100,10.8.1.3,443,56764,6,0,2,TLS,Web,,91.105.192.100:443-10.8.1.3:56764-6-1776443919891,1776444010111
503.7199999999999,538.211120286454,1294,65,643.1666666666667,583.6399627001273,1294,75,7718,14.708333333333334,35.94135218799438,135,0,23.272727272727273,44.93126063019133,136,0,18.166666666666668,34.002228090987145,97,0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,10.8.1.3,172.217.21.238,36872,443,17,353,25,QUIC.YouTube,Media,www.youtube.com,10.8.1.3:36872-172.217.21.238:443-17-1776443938139,1776444010115
717.2058823529412,617.6088189928013,1651,68,396.7857142857143,523.9301448698067,1294,75,5555,15.090909090909093,42.85539904460962,206,0,29.846153846153847,63.373030743692745,207,0,22.36842105263158,53.4636018721728,206,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,10.8.1.3,142.251.38.238,37554,443,17,498,34,QUIC.Google,Web,clients4.google.com,10.8.1.3:37554-142.251.38.238:443-17-1776443945912,1776444010120
1059.0721783326858,481.4620458784351,2544,66,173.2104851330202,83.11371386384704,1294,75,1328178,0.5587967183227001,14.30197712753354,1797,0,2.617842702491199,32.58353826256597,1964,0,0.7042722461710962,16.379141429896556,1797,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15946,0,10.8.1.3,192.178.24.174,55846,443,17,20229,36202,QUIC.GoogleDocs,Collaborative,docs.google.com,10.8.1.3:55846-192.178.24.174:443-17-1776443969039,1776444010124
68.0,0.0,68,68,68.0,0.0,68,68,136,57.0,80.61017305526642,114,0,114.0,0.0,114,114,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,149.154.167.41,10.8.1.3,443,59310,6,114,3,TLS,Web,,149.154.167.41:443-10.8.1.3:59310-6-1776443974043,1776444010128
72.0,1.4142135623730951,73,71,73.0,0.0,73,73,73,134.0,0.0,134,134,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.8.1.3,142.251.155.119,43229,443,17,134,2,QUIC,Web,,10.8.1.3:43229-142.251.155.119:443-17-1776443992233,1776444010132
90.5823754789272,17.825595138107,114,68,86.39263803680981,17.44105967970095,114,68,14082,458.8538461538459,725.6885704877134,2216,0,736.4320987654319,804.3912854334527,2216,0,1228.2783505154641,835.1166428293618,2326,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254,0,159.124.21.100,10.8.1.3,443,41956,6,119302,261,TLS,Web,,159.124.21.100:443-10.8.1.3:41956-6-1776443889572,1776444011444
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,44.202.79.137,59418,443,6,0,1,TLS,Web,,10.8.1.3:59418-44.202.79.137:443-6-1776443998214,1776444013428
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,170.114.52.5,10.8.1.3,443,51884,6,0,2,TLS,Web,,170.114.52.5:443-10.8.1.3:51884-6-1776443998627,1776444014196
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,170.114.52.5,10.8.1.3,443,45534,6,0,2,TLS,Web,,170.114.52.5:443-10.8.1.3:45534-6-1776443998756,1776444014200
314.9814814814815,442.94428674499,2010,68,418.85714285714283,580.53102856977,2010,68,11728,24.11320754716982,72.11813502253905,246,0,47.33333333333333,99.89648488464293,279,0,41.239999999999995,91.77930049853288,251,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,10.8.1.3,50.19.94.29,57294,443,6,1278,54,TLS,Web,,10.8.1.3:57294-50.19.94.29:443-6-1776443998214,1776444015476
69.33333333333333,11.547005383792513,76,56,66.0,14.142135623730951,76,56,132,121.5,171.82694782833104,243,0,243.0,0.0,243,243,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,50.19.94.29,57302,443,6,243,3,TLS,Web,,10.8.1.3:57302-50.19.94.29:443-6-1776443998515,1776444015481
69.33333333333333,11.547005383792513,76,56,66.0,14.142135623730951,76,56,132,122.5,173.24116139070415,245,0,245.0,0.0,245,245,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,50.19.94.29,57312,443,6,245,3,TLS,Web,,10.8.1.3:57312-50.19.94.29:443-6-1776443998515,1776444015485
470.99999999999994,530.4200077442258,1294,65,643.5833333333333,583.4476619564297,1294,75,7723,19.92307692307692,44.53845356715752,162,0,32.36363636363636,61.0758098223392,170,0,27.285714285714278,53.486775607014906,163,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,10.8.1.3,172.217.21.238,50212,443,17,518,27,QUIC.YouTube,Media,www.youtube.com,10.8.1.3:50212-172.217.21.238:443-17-1776443998148,1776444015540
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,44.202.79.137,59446,443,6,0,1,TLS,Web,,10.8.1.3:59446-44.202.79.137:443-6-1776443998214,1776444015544
95.66666666666667,25.11307760244982,126,68,87.75,25.695330315059195,122,68,351,1010.0,2177.6646895240783,4905,0,1683.3333333333335,2790.045220661008,4905,72,4978.0,0.0,4978,4978,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,208.103.161.1,10.8.1.3,443,35828,6,5050,6,TLS,Web,,208.103.161.1:443-10.8.1.3:35828-6-1776443996008,1776444016565
85.33333333333333,15.143755588800728,96,68,80.0,16.97056274847714,92,68,160,41.0,57.982756057296896,82,0,82.0,0.0,82,82,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,104.20.45.92,10.8.1.3,443,47426,6,82,3,TLS,Web,,104.20.45.92:443-10.8.1.3:47426-6-1776444000231,1776444017268
159.65957446808517,233.00655678362963,1110,65,168.6,278.226676171307,1110,65,4215,2579.0652173913036,5096.683786333462,14976,1,4943.208333333333,6326.388666799235,15160,1,5641.809523809524,6406.497316155276,14976,2,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,192.178.24.42,10.8.1.3,443,43078,17,118637,47,QUIC,Web,,192.178.24.42:443-10.8.1.3:43078-17-1776443893320,1776444018612
512.3529411764706,562.1325401069206,1579,66,433.77777777777777,535.9395436468972,1294,75,3904,15.000000000000002,20.594497647025367,75,0,26.250000000000004,37.31621631409058,108,0,23.571428571428573,23.294184845558508,56,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,10.8.1.3,172.217.20.67,57485,443,17,240,17,QUIC.Google,Web,ssl.gstatic.com,10.8.1.3:57485-172.217.20.67:443-17-1776443907160,1776444018617
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,91.105.192.100,10.8.1.3,443,56774,6,0,2,TLS,Web,,91.105.192.100:443-10.8.1.3:56774-6-1776443922297,1776444018620
150.22222222222223,110.57551466958878,381,68,151.66666666666669,133.26164739589055,381,68,910,48.625,57.57712219275986,126,0,77.8,72.29937759068193,150,0,118.5,10.606601717798213,126,111,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,10.8.1.3,149.154.167.41,60602,443,6,389,9,Telegram,Chat,,10.8.1.3:60602-149.154.167.41:443-6-1776443974041,1776444018624
104.16666666666666,48.676140630360855,181,67,101.66666666666667,41.88476254359494,150,76,305,66.0,75.00333325926255,159,0,97.5,101.1162697096763,169,26,85.5,106.77312395916867,161,10,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,10.8.1.3,172.217.20.67,46149,443,17,330,6,QUIC,Web,,10.8.1.3:46149-172.217.20.67:443-17-1776443991689,1776444018628
68.0,0.0,68,68,68.0,0.0,68,68,68,71.0,0.0,71,71,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,3.173.21.63,56918,443,6,71,2,TLS,Web,,10.8.1.3:56918-3.173.21.63:443-6-1776443996946,1776444018632
95.66666666666667,25.11307760244982,126,68,87.75,25.695330315059195,122,68,351,721.0,1531.0119202671156,3459,0,1201.6666666666665,1954.9080114760727,3459,73,3533.0,0.0,3533,3533,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,208.103.161.1,10.8.1.3,443,35836,6,3605,6,TLS,Web,,208.103.161.1:443-10.8.1.3:35836-6-1776443997466,1776444018636
95.66666666666667,25.11307760244982,126,68,87.75,25.695330315059195,122,68,351,1235.8,2682.513597356032,6034,0,2059.6666666666665,3441.8736660913823,6034,72,6106.0,0.0,6106,6106,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,208.103.161.1,10.8.1.3,443,35838,6,6179,6,TLS,Web,,208.103.161.1:443-10.8.1.3:35838-6-1776443994887,1776444020661
85.33333333333333,15.143755588800728,96,68,80.0,16.97056274847714,92,68,160,36.0,50.91168824543142,72,0,72.0,0.0,72,72,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,104.18.39.21,10.8.1.3,443,37026,6,72,3,TLS,Web,,104.18.39.21:443-10.8.1.3:37026-6-1776444003823,1776444020665
131.36363636363637,81.53069695185087,307,68,98.8,49.75138189035557,186,68,494,1974.8,4005.5092837518455,11722,0,4937.0,5970.439012334017,12468,2,3901.4,5270.249880223897,11722,0,263.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,18.97.36.64,10.8.1.3,443,34526,6,19748,11,TLS,Web,,18.97.36.64:443-10.8.1.3:34526-6-1776443979081,1776444020669
129.4,88.39570125294554,278,68,145.66666666666666,115.17956994768358,278,68,437,2078.0,3756.6975745549003,7709,0,4156.0,5437.65114732455,8001,311,8020.0,0.0,8020,8020,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,10.8.1.3,134.224.4.147,55070,443,6,8312,5,TLS,Web,,10.8.1.3:55070-134.224.4.147:443-6-1776443985821,1776444020673
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,44.202.79.137,59424,443,6,0,1,TLS,Web,,10.8.1.3:59424-44.202.79.137:443-6-1776443998214,1776444020678
711.8461538461539,599.0986448280598,1294,67,1013.2727272727268,510.9209408433048,1294,87,22292,9.078947368421051,26.81405599423593,122,0,16.42857142857143,41.438594846557514,148,0,13.8125,37.84568447436687,139,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,10.8.1.3,104.18.32.47,44501,443,17,345,39,QUIC,ArtifIntelligence,chatgpt.com,10.8.1.3:44501-104.18.32.47:443-17-1776443998228,1776444020681
69.33333333333333,11.547005383792513,76,56,66.0,14.142135623730951,76,56,132,121.0,171.1198410471445,242,0,242.0,0.0,242,242,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,50.19.94.29,57320,443,6,242,3,TLS,Web,,10.8.1.3:57320-50.19.94.29:443-6-1776443998515,1776444020685
95.66666666666667,25.11307760244982,126,68,87.75,25.695330315059195,122,68,351,1420.6,3096.2690936028157,6959,0,2367.666666666667,3976.211429656795,6959,71,7030.0,0.0,7030,7030,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,208.103.161.2,10.8.1.3,443,36020,6,7103,6,TLS,Web,,208.103.161.2:443-10.8.1.3:36020-6-1776444000990,1776444023412
85.33333333333333,15.143755588800728,96,68,82.0,19.79898987322333,96,68,164,138.0,195.16147160748713,276,0,276.0,0.0,276,276,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,10.8.1.3,170.114.2.76,36222,443,6,276,3,TLS,Web,,10.8.1.3:36222-170.114.2.76:443-6-1776444005567,1776444023416
85.33333333333333,15.143755588800728,96,68,80.0,16.97056274847714,92,68,160,36.0,50.91168824543142,72,0,72.0,0.0,72,72,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,104.18.39.21,10.8.1.3,443,50922,6,72,3,TLS,Web,,104.18.39.21:443-10.8.1.3:50922-6-1776444006578,1776444023420
85.33333333333333,15.143755588800728,96,68,80.0,16.97056274847714,92,68,160,36.0,50.91168824543142,72,0,72.0,0.0,72,72,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,104.18.39.21,10.8.1.3,443,52160,6,72,3,TLS,Web,,104.18.39.21:443-10.8.1.3:52160-6-1776444006930,1776444027828
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,170.114.52.5,10.8.1.3,443,51884,6,0,2,TLS,Web,,170.114.52.5:443-10.8.1.3:51884-6-1776444013988,1776444029556
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,170.114.52.5,10.8.1.3,443,45534,6,0,2,TLS,Web,,170.114.52.5:443-10.8.1.3:45534-6-1776444014116,1776444029575
79.2,15.401298646542763,98,68,83.0,21.213203435596427,98,68,166,3651.7499999999995,6979.777282740952,14120,0,14363.0,0.0,14363,14363,7182.0,9811.813695744533,14120,244,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,10.8.1.3,140.82.112.26,37754,443,6,14607,5,TLS,Web,,10.8.1.3:37754-140.82.112.26:443-6-1776444000500,1776444030901
95.66666666666667,25.11307760244982,126,68,87.75,25.695330315059195,122,68,351,1802.6,3949.845034934915,8868,0,3004.333333333333,5078.084317272936,8868,72,8940.0,0.0,8940,8940,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,208.103.161.2,10.8.1.3,443,36026,6,9013,6,TLS,Web,,208.103.161.2:443-10.8.1.3:36026-6-1776444000989,1776444031925
68.0,0.0,68,68,68.0,0.0,68,68,68,72.0,0.0,72,72,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,3.173.21.63,56926,443,6,72,2,TLS,Web,,10.8.1.3:56926-3.173.21.63:443-6-1776444001013,1776444031929
68.0,0.0,68,68,68.0,0.0,68,68,68,79.0,0.0,79,79,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,92.123.102.58,57698,443,6,79,2,TLS,Web,,10.8.1.3:57698-92.123.102.58:443-6-1776443992844,1776444038068
433.19047619047626,493.4371914486806,1294,67,406.7,512.5758588844301,1294,75,4067,11.049999999999997,18.574104781147668,72,0,22.666666666666668,36.657195746537944,106,0,14.8,18.231840280125315,42,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,10.8.1.3,172.217.20.67,56214,443,17,221,21,QUIC.Google,Web,ssl.gstatic.com,10.8.1.3:56214-172.217.20.67:443-17-1776443989559,1776444038072
68.0,0.0,68,68,68.0,0.0,68,68,68,247.0,0.0,247,247,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.8.1.3,44.202.79.137,59438,443,6,247,2,TLS,Web,,10.8.1.3:59438-44.202.79.137:443-6-1776443998214,1776444038076
85.33333333333333,15.143755588800728,96,68,80.0,16.97056274847714,92,68,160,36.0,50.91168824543142,72,0,72.0,0.0,72,72,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,104.18.39.21,10.8.1.3,443,37026,6,72,3,TLS,Web,,104.18.39.21:443-10.8.1.3:37026-6-1776444023822,1776444044213
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,170.114.52.5,10.8.1.3,443,51884,6,0,2,TLS,Web,,170.114.52.5:443-10.8.1.3:51884-6-1776444029348,1776444044916
68.0,0.0,68,68,68.0,0.0,68,68,68,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,170.114.52.5,10.8.1.3,443,45534,6,0,2,TLS,Web,,170.114.52.5:443-10.8.1.3:45534-6-1776444029478,1776444044920
72.0,1.4142135623730951,73,71,73.0,0.0,73,73,73,140.0,0.0,140,140,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10.8.1.3,142.251.155.119,43229,443,17,140,2,QUIC,Web,,10.8.1.3:43229-142.251.155.119:443-17-1776444019233,1776444046965
85.33333333333333,15.143755588800728,96,68,80.0,16.97056274847714,92,68,160,36.0,50.91168824543142,72,0,72.0,0.0,72,72,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,104.18.39.21,10.8.1.3,443,50922,6,72,3,TLS,Web,,104.18.39.21:443-10.8.1.3:50922-6-1776444026577,1776444046969
95.66666666666667,25.11307760244982,126,68,87.75,25.695330315059195,122,68,351,1969.6,4323.810911684275,9704,0,3282.666666666667,5561.037792834476,9704,72,9776.0,0.0,9776,9776,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,208.103.161.1,10.8.1.3,443,35828,6,9848,6,TLS,Web,,208.103.161.1:443-10.8.1.3:35828-6-1776444021290,1776444047285
